id,user_id,trial_number,alpha_value,time_taken,video_rankings,category
91,20,5,0.25,102,"{'LGn-NhUzb6Q': {'user_rating': '1', 'predicted_rating': '1.0'}, 'CfqjAKN-AwI': {'user_rating': '1', 'predicted_rating': '2.75'}, 'xzjZy-dHHLw': {'user_rating': '1', 'predicted_rating': '3.25'}, 'qMePCtjeqB4': {'user_rating': '1', 'predicted_rating': '3.5'}, 'tCJZiHEpHbg': {'user_rating': '1', 'predicted_rating': '4.5'}}",Array
92,20,6,0.5,17,"{'GwcisLY5avc': {'user_rating': '5', 'predicted_rating': '1.5'}, '3jMaKlNBjug': {'user_rating': '4', 'predicted_rating': '2.0'}, 'g8GcFboF2rM': {'user_rating': '5', 'predicted_rating': '3.0'}, 'SGJ9DpxGCkY': {'user_rating': '4', 'predicted_rating': '3.5'}, '2cj2WXBCQo0': {'user_rating': '2', 'predicted_rating': '5.0'}}",Loops
93,20,7,0.5,19,"{'xgJbuxvgdXY': {'user_rating': '3', 'predicted_rating': '2.0'}, 'DOlg2dBrErc': {'user_rating': '5', 'predicted_rating': '2.0'}, 'k8g0KRt86jA': {'user_rating': '1', 'predicted_rating': '3.0'}, '6sYZDA8JPhk': {'user_rating': '5', 'predicted_rating': '3.5'}, 'm2czL08d3lY': {'user_rating': '1', 'predicted_rating': '4.5'}}",Conditional
94,20,8,0.5,36,"{'LGn-NhUzb6Q': {'user_rating': '2', 'predicted_rating': '1.0'}, 'qMePCtjeqB4': {'user_rating': '2', 'predicted_rating': '3.0'}, 'xzjZy-dHHLw': {'user_rating': '4', 'predicted_rating': '3.5'}, 'CfqjAKN-AwI': {'user_rating': '2', 'predicted_rating': '3.5'}, 'tCJZiHEpHbg': {'user_rating': '2', 'predicted_rating': '4.0'}}",Array
95,20,9,0.75,30,"{'GwcisLY5avc': {'user_rating': '2', 'predicted_rating': '1.25'}, 'g8GcFboF2rM': {'user_rating': '5', 'predicted_rating': '2.5'}, '3jMaKlNBjug': {'user_rating': '2', 'predicted_rating': '2.5'}, 'SGJ9DpxGCkY': {'user_rating': '4', 'predicted_rating': '3.75'}, '2cj2WXBCQo0': {'user_rating': '2', 'predicted_rating': '5.0'}}",Loops
96,20,10,0.75,22,"{'xgJbuxvgdXY': {'user_rating': '3', 'predicted_rating': '1.5'}, 'k8g0KRt86jA': {'user_rating': '1', 'predicted_rating': '2.5'}, 'DOlg2dBrErc': {'user_rating': '5', 'predicted_rating': '2.5'}, 'm2czL08d3lY': {'user_rating': '1', 'predicted_rating': '4.25'}, '6sYZDA8JPhk': {'user_rating': '5', 'predicted_rating': '4.25'}}",Conditional
97,20,11,0.75,39,"{'LGn-NhUzb6Q': {'user_rating': '2', 'predicted_rating': '1.0'}, 'qMePCtjeqB4': {'user_rating': '2', 'predicted_rating': '2.5'}, 'tCJZiHEpHbg': {'user_rating': '2', 'predicted_rating': '3.5'}, 'xzjZy-dHHLw': {'user_rating': '5', 'predicted_rating': '3.75'}, 'CfqjAKN-AwI': {'user_rating': '2', 'predicted_rating': '4.25'}}",Array
98,20,12,1.0,15,"{'GwcisLY5avc': {'user_rating': '2', 'predicted_rating': '1.0'}, 'g8GcFboF2rM': {'user_rating': '5', 'predicted_rating': '2.0'}, '3jMaKlNBjug': {'user_rating': '2', 'predicted_rating': '3.0'}, 'SGJ9DpxGCkY': {'user_rating': '4', 'predicted_rating': '4.0'}, '2cj2WXBCQo0': {'user_rating': '2', 'predicted_rating': '5.0'}}",Loops
99,20,13,1.0,23,"{'xgJbuxvgdXY': {'user_rating': '3', 'predicted_rating': '1.0'}, 'k8g0KRt86jA': {'user_rating': '1', 'predicted_rating': '2.0'}, 'DOlg2dBrErc': {'user_rating': '5', 'predicted_rating': '3.0'}, 'm2czL08d3lY': {'user_rating': '1', 'predicted_rating': '4.0'}, '6sYZDA8JPhk': {'user_rating': '5', 'predicted_rating': '5.0'}}",Conditional
100,20,14,1.0,19,"{'LGn-NhUzb6Q': {'user_rating': '2', 'predicted_rating': '1.0'}, 'qMePCtjeqB4': {'user_rating': '2', 'predicted_rating': '2.0'}, 'tCJZiHEpHbg': {'user_rating': '2', 'predicted_rating': '3.0'}, 'xzjZy-dHHLw': {'user_rating': '5', 'predicted_rating': '4.0'}, 'CfqjAKN-AwI': {'user_rating': '2', 'predicted_rating': '5.0'}}",Array
